Topic ID,Topic Name,Field ID,Field Name,Domain Name
T10698,Transportation Planning and Optimization,33,Social Sciences,Social Sciences
T10394,Lipoproteins and Cardiovascular Health,27,Medicine,Health Sciences
T14270,Simulation and Modeling Applications,22,Engineering,Physical Sciences
T10232,Optical Network Technologies,22,Engineering,Physical Sciences
T10234,Obstructive Sleep Apnea Research,27,Medicine,Health Sciences
T12348,Rural Development and Agriculture,23,Environmental Science,Physical Sciences
T10393,Economic Growth and Productivity,20,"Economics, Econometrics and Finance",Social Sciences
T10679,Service-Oriented Architecture and Web Services,17,Computer Science,Physical Sciences
T10753,Microplastics and Plastic Pollution,23,Environmental Science,Physical Sciences
T11464,Homelessness and Social Issues,36,Health Professions,Health Sciences
T13590,"Oral History, Memory, Narrative Analysis",12,Arts and Humanities,Social Sciences
T10640,Spectroscopy and Chemometric Analyses,16,Chemistry,Physical Sciences
T14506,Historical and Architectural Studies,12,Arts and Humanities,Social Sciences
T10586,Robotic Path Planning Algorithms,17,Computer Science,Physical Sciences
T10337,Liver Disease and Transplantation,27,Medicine,Health Sciences
T10712,Library Science and Information Literacy,33,Social Sciences,Social Sciences
T10461,Gas Sensing Nanomaterials and Sensors,22,Engineering,Physical Sciences
T14012,Comparative and International Law Studies,33,Social Sciences,Social Sciences
T13172,Economic Issues in Ukraine,20,"Economics, Econometrics and Finance",Social Sciences
T12686,Central European national history,33,Social Sciences,Social Sciences
T14409,Educational Systems and Policies,17,Computer Science,Physical Sciences
T11137,Historical Philosophy and Science,12,Arts and Humanities,Social Sciences
T13198,"Historical, Religious, and Philosophical Studies",12,Arts and Humanities,Social Sciences
T10833,Vaccine Coverage and Hesitancy,33,Social Sciences,Social Sciences
T11813,Library Collection Development and Digital Resources,17,Computer Science,Physical Sciences
T10061,Algebraic Geometry and Number Theory,26,Mathematics,Physical Sciences
T10173,Computational Fluid Dynamics and Aerodynamics,22,Engineering,Physical Sciences
T10006,Job Satisfaction and Organizational Behavior,14,"Business, Management and Accounting",Social Sciences
T10560,Diabetes Management and Research,27,Medicine,Health Sciences
T10932,Microbial Metabolic Engineering and Bioproduction,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13830,Educational Curriculum and Learning Methods,33,Social Sciences,Social Sciences
T13870,Environmental and Ecological Studies,21,Energy,Physical Sciences
T12250,Experimental and Theoretical Physics Studies,31,Physics and Astronomy,Physical Sciences
T12428,Global Trade and Competitiveness,14,"Business, Management and Accounting",Social Sciences
T10703,Business Process Modeling and Analysis,14,"Business, Management and Accounting",Social Sciences
T10878,CRISPR and Genetic Engineering,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10401,Diabetes Treatment and Management,27,Medicine,Health Sciences
T10415,International Business and FDI,14,"Business, Management and Accounting",Social Sciences
T10616,Smart Agriculture and AI,11,Agricultural and Biological Sciences,Life Sciences
T10188,Advanced machining processes and optimization,22,Engineering,Physical Sciences
T11971,"World Wars: History, Literature, and Impact",33,Social Sciences,Social Sciences
T11744,Health Sciences Research and Education,36,Health Professions,Health Sciences
T10137,Multiple Sclerosis Research Studies,27,Medicine,Health Sciences
T12363,Academic Research in Diverse Fields,33,Social Sciences,Social Sciences
T11388,"Grief, Bereavement, and Mental Health",32,Psychology,Social Sciences
T11089,Radioactive contamination and transfer,23,Environmental Science,Physical Sciences
T10103,Reading and Literacy Development,32,Psychology,Social Sciences
T11544,"Gender, Labor, and Family Dynamics",33,Social Sciences,Social Sciences
T10497,Fungal and yeast genetics research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10296,Vector-borne infectious diseases,24,Immunology and Microbiology,Life Sciences
T13508,Agricultural Economics and Practices,11,Agricultural and Biological Sciences,Life Sciences
T10636,Innovative Teaching and Learning Methods,32,Psychology,Social Sciences
T10493,Ion channel regulation and function,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10492,Microtubule and mitosis dynamics,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10223,Microgrid Control and Optimization,22,Engineering,Physical Sciences
T10108,Electoral Systems and Political Participation,33,Social Sciences,Social Sciences
T10248,Nonlinear Waves and Solitons,31,Physics and Astronomy,Physical Sciences
T12234,Mollusks and Parasites Studies,11,Agricultural and Biological Sciences,Life Sciences
T10226,Land Use and Ecosystem Services,23,Environmental Science,Physical Sciences
T10126,"Logic, programming, and type systems",17,Computer Science,Physical Sciences
T12550,"Politics and Conflicts in Afghanistan, Pakistan, and Middle East",33,Social Sciences,Social Sciences
T10584,Reproductive Physiology in Livestock,11,Agricultural and Biological Sciences,Life Sciences
T10858,Clinical Nutrition and Gastroenterology,29,Nursing,Health Sciences
T11482,RNA modifications and cancer,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13125,Agricultural pest management studies,11,Agricultural and Biological Sciences,Life Sciences
T12071,Marine Biology and Environmental Chemistry,22,Engineering,Physical Sciences
T12095,Vehicle emissions and performance,22,Engineering,Physical Sciences
T10518,Gallbladder and Bile Duct Disorders,27,Medicine,Health Sciences
T11786,Geomagnetism and Paleomagnetism Studies,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13061,Literacy and Educational Practices,33,Social Sciences,Social Sciences
T12664,Clinical practice guidelines implementation,27,Medicine,Health Sciences
T10725,RNA Interference and Gene Delivery,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10844,Radiation Dose and Imaging,27,Medicine,Health Sciences
T10434,Chromosomal and Genetic Variations,11,Agricultural and Biological Sciences,Life Sciences
T10291,Dialysis and Renal Disease Management,27,Medicine,Health Sciences
T10695,Parasites and Host Interactions,24,Immunology and Microbiology,Life Sciences
T11126,Metallurgical Processes and Thermodynamics,22,Engineering,Physical Sciences
T13591,Pasture and Agricultural Systems,11,Agricultural and Biological Sciences,Life Sciences
T12838,Photovoltaic Systems and Sustainability,23,Environmental Science,Physical Sciences
T10428,Reproductive tract infections research,24,Immunology and Microbiology,Life Sciences
T10074,Carbon Nanotubes in Composites,25,Materials Science,Physical Sciences
T10090,ZnO doping and properties,25,Materials Science,Physical Sciences
T13091,Human Health and Disease,27,Medicine,Health Sciences
T10264,Asphalt Pavement Performance Evaluation,22,Engineering,Physical Sciences
T10969,Water resources management and optimization,22,Engineering,Physical Sciences
T14244,Consumer Behavior and Marketing Influence,14,"Business, Management and Accounting",Social Sciences
T10892,Drilling and Well Engineering,22,Engineering,Physical Sciences
T14311,Electrical and Electromagnetic Research,31,Physics and Astronomy,Physical Sciences
T12788,Space Science and Extraterrestrial Life,31,Physics and Astronomy,Physical Sciences
T10696,Gastric Cancer Management and Outcomes,27,Medicine,Health Sciences
T13717,Advanced Algorithms and Applications,22,Engineering,Physical Sciences
T12010,Evaluation and Performance Assessment,18,Decision Sciences,Social Sciences
T11111,Spectroscopy and Laser Applications,16,Chemistry,Physical Sciences
T10529,Stress Responses and Cortisol,28,Neuroscience,Life Sciences
T11164,Remote Sensing and LiDAR Applications,23,Environmental Science,Physical Sciences
T10193,Coronary Interventions and Diagnostics,27,Medicine,Health Sciences
T10036,Advanced Neural Network Applications,17,Computer Science,Physical Sciences
T10317,Advanced Database Systems and Queries,17,Computer Science,Physical Sciences
T13619,Geotechnical and Geomechanical Engineering,22,Engineering,Physical Sciences
T11610,Food Security and Health in Diverse Populations,36,Health Professions,Health Sciences
T13854,Historical Geography and Cartography,33,Social Sciences,Social Sciences
T11920,Pulsed Power Technology Applications,22,Engineering,Physical Sciences
T11688,Microbial infections and disease research,24,Immunology and Microbiology,Life Sciences
T12646,Inorganic Fluorides and Related Compounds,16,Chemistry,Physical Sciences
T12748,Molecular spectroscopy and chirality,16,Chemistry,Physical Sciences
T10748,Growth Hormone and Insulin-like Growth Factors,27,Medicine,Health Sciences
T11641,Insect and Pesticide Research,11,Agricultural and Biological Sciences,Life Sciences
T10266,Plant Water Relations and Carbon Dynamics,23,Environmental Science,Physical Sciences
T12844,Psychology and Mental Health,32,Psychology,Social Sciences
T10107,Ferroelectric and Piezoelectric Materials,25,Materials Science,Physical Sciences
T10860,Speech and Audio Processing,17,Computer Science,Physical Sciences
T10604,RNA Research and Splicing,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11745,Potato Plant Research,11,Agricultural and Biological Sciences,Life Sciences
T10260,Software Engineering Research,17,Computer Science,Physical Sciences
T10206,Meta-analysis and systematic reviews,18,Decision Sciences,Social Sciences
T13465,"Graphite, nuclear technology, radiation studies",25,Materials Science,Physical Sciences
T13911,"Employment, Labor, and Gender Studies",33,Social Sciences,Social Sciences
T13938,Historical and Contemporary Political Dynamics,12,Arts and Humanities,Social Sciences
T11283,Experimental Learning in Engineering,22,Engineering,Physical Sciences
T10278,Electric Motor Design and Analysis,22,Engineering,Physical Sciences
T12413,Health and Medical Education,36,Health Professions,Health Sciences
T12144,"Colonialism, slavery, and trade",33,Social Sciences,Social Sciences
T12217,Higher Education Teaching and Evaluation,33,Social Sciences,Social Sciences
T12675,Financial Reporting and Valuation Research,14,"Business, Management and Accounting",Social Sciences
T12935,Healthcare Systems and Public Health,27,Medicine,Health Sciences
T14118,Social and Demographic Issues in Germany,36,Health Professions,Health Sciences
T12364,Archaeological Research and Protection,19,Earth and Planetary Sciences,Physical Sciences
T10826,Behavioral and Psychological Studies,32,Psychology,Social Sciences
T14006,"Linguistics, Language Diversity, and Identity",12,Arts and Humanities,Social Sciences
T10262,Microwave Engineering and Waveguides,22,Engineering,Physical Sciences
T14163,Astronomical Observations and Instrumentation,22,Engineering,Physical Sciences
T10681,Rare-earth and actinide compounds,31,Physics and Astronomy,Physical Sciences
T13912,"Language, Linguistics, Cultural Analysis",12,Arts and Humanities,Social Sciences
T10122,Toxic Organic Pollutants Impact,23,Environmental Science,Physical Sciences
T10947,Fluorine in Organic Chemistry,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T10762,"Migration, Health and Trauma",32,Psychology,Social Sciences
T10531,Advanced Vision and Imaging,17,Computer Science,Physical Sciences
T10376,Suicide and Self-Harm Studies,32,Psychology,Social Sciences
T10718,Political Philosophy and Ethics,33,Social Sciences,Social Sciences
T10835,Carbohydrate Chemistry and Synthesis,16,Chemistry,Physical Sciences
T11178,Receptor Mechanisms and Signaling,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13246,"Agriculture, Plant Science, Crop Management",11,Agricultural and Biological Sciences,Life Sciences
T12002,"Computability, Logic, AI Algorithms",17,Computer Science,Physical Sciences
T11990,Global Health Workforce Issues,36,Health Professions,Health Sciences
T10041,COVID-19 Clinical Research Studies,27,Medicine,Health Sciences
T10170,Retinal Diseases and Treatments,27,Medicine,Health Sciences
T10196,Pain Mechanisms and Treatments,27,Medicine,Health Sciences
T10267,Higher Education Research Studies,33,Social Sciences,Social Sciences
T14483,Education and Teacher Training,33,Social Sciences,Social Sciences
T10218,Sepsis Diagnosis and Treatment,27,Medicine,Health Sciences
T10283,Hearing Loss and Rehabilitation,28,Neuroscience,Life Sciences
T13152,French Language Learning Methods,33,Social Sciences,Social Sciences
T14254,Digital Media and Visual Art,17,Computer Science,Physical Sciences
T10830,Airway Management and Intubation Techniques,27,Medicine,Health Sciences
T10926,Peripheral Artery Disease Management,27,Medicine,Health Sciences
T11470,Legume Nitrogen Fixing Symbiosis,11,Agricultural and Biological Sciences,Life Sciences
T13315,Occupational Health and Safety in Workplaces,36,Health Professions,Health Sciences
T14159,Discourse Analysis and Cultural Communication,33,Social Sciences,Social Sciences
T10887,Bioinformatics and Genomic Networks,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11260,Tracheal and airway disorders,27,Medicine,Health Sciences
T10436,Anesthesia and Sedative Agents,27,Medicine,Health Sciences
T10542,Vestibular and auditory disorders,28,Neuroscience,Life Sciences
T10341,Coral and Marine Ecosystems Studies,23,Environmental Science,Physical Sciences
T13347,Christian Theology and Mission,12,Arts and Humanities,Social Sciences
T11285,Hearing Impairment and Communication,32,Psychology,Social Sciences
T13801,Urban Arborization and Environmental Studies,23,Environmental Science,Physical Sciences
T10731,Educational Games and Gamification,32,Psychology,Social Sciences
T12470,Caribbean and African Literature and Culture,12,Arts and Humanities,Social Sciences
T10883,Ethics and Social Impacts of AI,33,Social Sciences,Social Sciences
T11217,Cardiac Arrhythmias and Treatments,27,Medicine,Health Sciences
T10994,"Terrorism, Counterterrorism, and Political Violence",33,Social Sciences,Social Sciences
T12831,School Health and Nursing Education,36,Health Professions,Health Sciences
T11556,"Poverty, Education, and Child Welfare",33,Social Sciences,Social Sciences
T10778,Philosophy and History of Science,12,Arts and Humanities,Social Sciences
T11462,Museums and Cultural Heritage,12,Arts and Humanities,Social Sciences
T10880,Environmental Sustainability in Business,14,"Business, Management and Accounting",Social Sciences
T12282,Mineral Processing and Grinding,22,Engineering,Physical Sciences
T10027,"Diabetes, Cardiovascular Risks, and Lipoproteins",27,Medicine,Health Sciences
T12017,Recycling and Waste Management Techniques,23,Environmental Science,Physical Sciences
T13506,Botanical Research and Chemistry,11,Agricultural and Biological Sciences,Life Sciences
T10179,Supercapacitor Materials and Fabrication,25,Materials Science,Physical Sciences
T10329,Thyroid Cancer Diagnosis and Treatment,27,Medicine,Health Sciences
T11515,Bacillus and Francisella bacterial research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11059,Market Dynamics and Volatility,20,"Economics, Econometrics and Finance",Social Sciences
T14225,Advanced Sensor and Control Systems,22,Engineering,Physical Sciences
T10930,Flood Risk Assessment and Management,23,Environmental Science,Physical Sciences
T10003,Innovation and Knowledge Management,14,"Business, Management and Accounting",Social Sciences
T10156,"LGBTQ Health, Identity, and Policy",32,Psychology,Social Sciences
T11955,Urban and spatial planning,23,Environmental Science,Physical Sciences
T14469,Renaissance Literature and Culture,12,Arts and Humanities,Social Sciences
T12629,Island Studies and Pacific Affairs,33,Social Sciences,Social Sciences
T11634,Water Quality and Pollution Assessment,23,Environmental Science,Physical Sciences
T10478,Diamond and Carbon-based Materials Research,25,Materials Science,Physical Sciences
T13877,Law in Society and Culture,33,Social Sciences,Social Sciences
T10130,Mathematics Education and Teaching Techniques,33,Social Sciences,Social Sciences
T10873,Bacterial Infections and Vaccines,24,Immunology and Microbiology,Life Sciences
T12395,Educational Innovations and Technology,17,Computer Science,Physical Sciences
T10306,Liquid Crystal Research Advancements,25,Materials Science,Physical Sciences
T13367,Cultural and Sociopolitical Studies,12,Arts and Humanities,Social Sciences
T10071,Bone health and osteoporosis research,27,Medicine,Health Sciences
T10784,Muscle activation and electromyography studies,22,Engineering,Physical Sciences
T10551,Scheduling and Optimization Algorithms,22,Engineering,Physical Sciences
T13565,Education and Learning Interventions,17,Computer Science,Physical Sciences
T10380,Intimate Partner and Family Violence,33,Social Sciences,Social Sciences
T11815,Urological Disorders and Treatments,27,Medicine,Health Sciences
T12781,Global Health Care Issues,36,Health Professions,Health Sciences
T10392,Cutaneous Melanoma Detection and Management,27,Medicine,Health Sciences
T14246,E-Learning and Knowledge Management,17,Computer Science,Physical Sciences
T10056,Neurotransmitter Receptor Influence on Behavior,28,Neuroscience,Life Sciences
T12100,Advanced Mathematical Modeling in Engineering,17,Computer Science,Physical Sciences
T10198,Heart Failure Treatment and Management,27,Medicine,Health Sciences
T12300,Advanced Electrical Measurement Techniques,22,Engineering,Physical Sciences
T14115,Legal processes and jurisprudence,33,Social Sciences,Social Sciences
T10699,Primate Behavior and Ecology,32,Psychology,Social Sciences
T11153,Streptococcal Infections and Treatments,27,Medicine,Health Sciences
T10599,Reconstructive Surgery and Microvascular Techniques,27,Medicine,Health Sciences
T10212,Electrochemical sensors and biosensors,22,Engineering,Physical Sciences
T11528,Lichen and fungal ecology,11,Agricultural and Biological Sciences,Life Sciences
T12111,Industrial Vision Systems and Defect Detection,22,Engineering,Physical Sciences
T10832,Pituitary Gland Disorders and Treatments,27,Medicine,Health Sciences
T13838,Plant and soil sciences,11,Agricultural and Biological Sciences,Life Sciences
T10088,Thermochemical Biomass Conversion Processes,22,Engineering,Physical Sciences
T10836,Metabolomics and Mass Spectrometry Studies,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11640,Linguistic Variation and Morphology,33,Social Sciences,Social Sciences
T10676,"Genetics, Aging, and Longevity in Model Organisms",13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11725,Immunodeficiency and Autoimmune Disorders,24,Immunology and Microbiology,Life Sciences
T12717,Space exploration and regulation,31,Physics and Astronomy,Physical Sciences
T10517,"Financial Literacy, Pension, Retirement Analysis",14,"Business, Management and Accounting",Social Sciences
T10279,Urinary Bladder and Prostate Research,27,Medicine,Health Sciences
T11340,Marine Sponges and Natural Products,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11245,Advanced Numerical Analysis Techniques,22,Engineering,Physical Sciences
T12374,European and International Contract Law,33,Social Sciences,Social Sciences
T10410,COVID-19 epidemiological studies,26,Mathematics,Physical Sciences
T10287,Algebraic structures and combinatorial models,26,Mathematics,Physical Sciences
T10713,Structural Load-Bearing Analysis,22,Engineering,Physical Sciences
T11336,Energy and Environment Impacts,23,Environmental Science,Physical Sciences
T10890,Trypanosoma species research and implications,27,Medicine,Health Sciences
T10225,Essential Oils and Antimicrobial Activity,11,Agricultural and Biological Sciences,Life Sciences
T11070,Soviet and Russian History,33,Social Sciences,Social Sciences
T12658,Language and Culture,33,Social Sciences,Social Sciences
T10498,Migraine and Headache Studies,27,Medicine,Health Sciences
T14127,Food and Agricultural Sciences,11,Agricultural and Biological Sciences,Life Sciences
T14235,"Linguistic, Cultural, and Literary Studies",33,Social Sciences,Social Sciences
T10837,Dermatology and Skin Diseases,27,Medicine,Health Sciences
T11242,Nuclear Materials and Properties,25,Materials Science,Physical Sciences
T10386,Microstructure and Mechanical Properties of Steels,22,Engineering,Physical Sciences
T14238,Historical Gender and Feminism Studies,33,Social Sciences,Social Sciences
T12376,Corporate Management and Leadership,14,"Business, Management and Accounting",Social Sciences
T10102,scientometrics and bibliometrics research,18,Decision Sciences,Social Sciences
T10590,Chalcogenide Semiconductor Thin Films,22,Engineering,Physical Sciences
T13280,Biomedical and Engineering Education,22,Engineering,Physical Sciences
T10197,Membrane Separation Technologies,23,Environmental Science,Physical Sciences
T12375,Cuban History and Society,33,Social Sciences,Social Sciences
T12816,Global Public Health Policies and Epidemiology,14,"Business, Management and Accounting",Social Sciences
T10404,Enzyme Catalysis and Immobilization,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10506,Aquaculture disease management and microbiota,24,Immunology and Microbiology,Life Sciences
T13005,Religious Studies and Spiritual Practices,12,Arts and Humanities,Social Sciences
T10079,Nanoparticles: synthesis and applications,25,Materials Science,Physical Sciences
T10866,Nutritional Studies and Diet,27,Medicine,Health Sciences
T10368,Dental Health and Care Utilization,35,Dentistry,Health Sciences
T10145,Consumer Behavior in Brand Consumption and Identification,14,"Business, Management and Accounting",Social Sciences
T10516,Parathyroid Disorders and Treatments,27,Medicine,Health Sciences
T13412,Education and Technology Integration,33,Social Sciences,Social Sciences
T10564,Wastewater Treatment and Nitrogen Removal,23,Environmental Science,Physical Sciences
T12857,Medieval Philosophy and Theology,12,Arts and Humanities,Social Sciences
T11157,Chronic Lymphocytic Leukemia Research,27,Medicine,Health Sciences
T13003,Regional Development and Environment,33,Social Sciences,Social Sciences
T11179,Nematode management and characterization studies,11,Agricultural and Biological Sciences,Life Sciences
T10453,Maternal and Perinatal Health Interventions,27,Medicine,Health Sciences
T11960,Relativity and Gravitational Theory,31,Physics and Astronomy,Physical Sciences
T12233,Geotechnical Engineering and Underground Structures,22,Engineering,Physical Sciences
T11376,Geriatric Care and Nursing Homes,36,Health Professions,Health Sciences
T14376,Science and Education Research,33,Social Sciences,Social Sciences
T11814,Advanced Manufacturing and Logistics Optimization,22,Engineering,Physical Sciences
T10553,Combustion and flame dynamics,22,Engineering,Physical Sciences
T10274,Synthesis and biological activity,16,Chemistry,Physical Sciences
T10502,Advanced Memory and Neural Computing,22,Engineering,Physical Sciences
T11287,Cancer Genomics and Diagnostics,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12606,Diptera species taxonomy and behavior,11,Agricultural and Biological Sciences,Life Sciences
T14355,Historical Studies of British Isles,12,Arts and Humanities,Social Sciences
T10277,Vitamin D Research Studies,27,Medicine,Health Sciences
T14010,Food Industry and Aquatic Biology,11,Agricultural and Biological Sciences,Life Sciences
T10913,Molecular Junctions and Nanostructures,22,Engineering,Physical Sciences
T11698,Underwater Acoustics Research,19,Earth and Planetary Sciences,Physical Sciences
T10612,Magnetism in coordination complexes,25,Materials Science,Physical Sciences
T10499,Folate and B Vitamins Research,27,Medicine,Health Sciences
T11270,Complex Systems and Time Series Analysis,20,"Economics, Econometrics and Finance",Social Sciences
T12929,Animal Genetics and Reproduction,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T14330,Library Science and Information Systems,17,Computer Science,Physical Sciences
T10076,Plant-Microbe Interactions and Immunity,11,Agricultural and Biological Sciences,Life Sciences
T12091,Peatlands and Wetlands Ecology,23,Environmental Science,Physical Sciences
T10235,Health disparities and outcomes,33,Social Sciences,Social Sciences
T10734,Information and Cyber Security,17,Computer Science,Physical Sciences
T13759,Medical Imaging and Pathology Studies,27,Medicine,Health Sciences
T10316,Sleep and related disorders,32,Psychology,Social Sciences
T12886,Historical and Cultural Studies of Poland,12,Arts and Humanities,Social Sciences
T12647,Traditional Chinese Medicine Studies,27,Medicine,Health Sciences
T10273,IoT and Edge/Fog Computing,17,Computer Science,Physical Sciences
T13195,Medieval Iberian Studies,12,Arts and Humanities,Social Sciences
T12127,Software System Performance and Reliability,17,Computer Science,Physical Sciences
T11171,Diabetes and associated disorders,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10342,Circadian rhythm and melatonin,28,Neuroscience,Life Sciences
T14342,"Military, Security, and Education Studies",33,Social Sciences,Social Sciences
T13618,Regional Socio-Economic Development Trends,33,Social Sciences,Social Sciences
T12921,European Criminal Justice and Data Protection,33,Social Sciences,Social Sciences
T11871,Advanced Statistical Methods and Models,26,Mathematics,Physical Sciences
T12783,"Migration, Aging, and Tourism Studies",33,Social Sciences,Social Sciences
T10201,Speech Recognition and Synthesis,17,Computer Science,Physical Sciences
T12417,Morphological variations and asymmetry,26,Mathematics,Physical Sciences
T10717,Aluminum Alloys Composites Properties,22,Engineering,Physical Sciences
T13402,Business Strategy and Innovation,14,"Business, Management and Accounting",Social Sciences
T12084,Synthesis and properties of polymers,25,Materials Science,Physical Sciences
T11372,Hydraulic and Pneumatic Systems,22,Engineering,Physical Sciences
T10903,Porphyrin and Phthalocyanine Chemistry,25,Materials Science,Physical Sciences
T10219,Mechanical Behavior of Composites,22,Engineering,Physical Sciences
T11147,Misinformation and Its Impacts,33,Social Sciences,Social Sciences
T10657,Topological Materials and Phenomena,31,Physics and Astronomy,Physical Sciences
T10678,Inflammatory mediators and NSAID effects,27,Medicine,Health Sciences
T13770,Pediatric health and respiratory diseases,36,Health Professions,Health Sciences
T10370,Traffic and Road Safety,22,Engineering,Physical Sciences
T11691,Forest Insect Ecology and Management,23,Environmental Science,Physical Sciences
T10261,Genetic Associations and Epidemiology,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10728,Pulmonary Hypertension Research and Treatments,27,Medicine,Health Sciences
T10175,Advanced DC-DC Converters,22,Engineering,Physical Sciences
T12741,Maternal and Neonatal Healthcare,36,Health Professions,Health Sciences
T10442,Knee injuries and reconstruction techniques,27,Medicine,Health Sciences
T12614,Indigenous Studies and Ecology,36,Health Professions,Health Sciences
T10768,Electric Vehicles and Infrastructure,22,Engineering,Physical Sciences
T13561,Chemical Reactions and Isotopes,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T13742,Metallurgy and Cultural Artifacts,33,Social Sciences,Social Sciences
T10258,Philosophy and Theoretical Science,32,Psychology,Social Sciences
T10976,Viral gastroenteritis research and epidemiology,27,Medicine,Health Sciences
T12467,Rangeland Management and Livestock Ecology,23,Environmental Science,Physical Sciences
T11076,Policing Practices and Perceptions,33,Social Sciences,Social Sciences
T11079,Creativity in Education and Neuroscience,32,Psychology,Social Sciences
T11106,Data Management and Algorithms,17,Computer Science,Physical Sciences
T10050,Multi-Criteria Decision Making,18,Decision Sciences,Social Sciences
T11243,Respiratory viral infections research,27,Medicine,Health Sciences
T13521,Psychosocial Factors Impacting Youth,33,Social Sciences,Social Sciences
T11631,"Retirement, Disability, and Employment",33,Social Sciences,Social Sciences
T11257,Taxation and Compliance Studies,20,"Economics, Econometrics and Finance",Social Sciences
T10035,Phytochemicals and Antioxidant Activities,27,Medicine,Health Sciences
T11036,Antibiotics Pharmacokinetics and Efficacy,27,Medicine,Health Sciences
T12754,Plant Growth and Agriculture Techniques,11,Agricultural and Biological Sciences,Life Sciences
T12231,Contemporary Sociological Theory and Practice,33,Social Sciences,Social Sciences
T10988,Advanced Fiber Laser Technologies,31,Physics and Astronomy,Physical Sciences
T12739,Historical Studies on Spain,12,Arts and Humanities,Social Sciences
T13029,South Asian Studies and Conflicts,33,Social Sciences,Social Sciences
T12795,Banana Cultivation and Research,11,Agricultural and Biological Sciences,Life Sciences
T10856,Intellectual Property and Patents,14,"Business, Management and Accounting",Social Sciences
T13439,Transport and Economic Policies,14,"Business, Management and Accounting",Social Sciences
T13205,Geological and Geophysical Studies Worldwide,19,Earth and Planetary Sciences,Physical Sciences
T12623,"Cultural, Media, and Literary Studies",12,Arts and Humanities,Social Sciences
T12203,Mobile Agent-Based Network Management,17,Computer Science,Physical Sciences
T10823,Research on Leishmaniasis Studies,27,Medicine,Health Sciences
T10536,Endodontics and Root Canal Treatments,35,Dentistry,Health Sciences
T13352,International Relations in Latin America,33,Social Sciences,Social Sciences
T12330,Botanical Research and Applications,11,Agricultural and Biological Sciences,Life Sciences
T11144,melanin and skin pigmentation,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11674,Sports Analytics and Performance,20,"Economics, Econometrics and Finance",Social Sciences
T12798,Religious Tourism and Spaces,33,Social Sciences,Social Sciences
T13494,Military History and Strategy,33,Social Sciences,Social Sciences
T12775,Legal Issues in South Africa,33,Social Sciences,Social Sciences
T12213,Marine Ecology and Invasive Species,23,Environmental Science,Physical Sciences
T11965,"Quantum, superfluid, helium dynamics",31,Physics and Astronomy,Physical Sciences
T10222,Genomics and Chromatin Dynamics,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10414,Cannabis and Cannabinoid Research,27,Medicine,Health Sciences
T10915,Trace Elements in Health,29,Nursing,Health Sciences
T10772,Distributed systems and fault tolerance,17,Computer Science,Physical Sciences
T12503,Social Acceptance of Renewable Energy,33,Social Sciences,Social Sciences
T13690,Quality and Safety in Healthcare,36,Health Professions,Health Sciences
T13766,"Media, Journalism, and Communication History",12,Arts and Humanities,Social Sciences
T10647,Coastal and Marine Dynamics,19,Earth and Planetary Sciences,Physical Sciences
T10430,Software Engineering Techniques and Practices,17,Computer Science,Physical Sciences
T13236,Geotechnical and construction materials studies,22,Engineering,Physical Sciences
T11711,COVID-19 Pandemic Impacts,20,"Economics, Econometrics and Finance",Social Sciences
T12720,Multimedia Communication and Technology,33,Social Sciences,Social Sciences
T10024,TiO2 Photocatalysis and Solar Cells,21,Energy,Physical Sciences
T11122,Online Learning and Analytics,17,Computer Science,Physical Sciences
T10438,"Energy, Environment, Economic Growth",20,"Economics, Econometrics and Finance",Social Sciences
T10649,Multiple Myeloma Research and Treatments,27,Medicine,Health Sciences
T12329,Hemiptera Insect Studies,11,Agricultural and Biological Sciences,Life Sciences
T10441,Muscle Physiology and Disorders,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11246,Sports injuries and prevention,27,Medicine,Health Sciences
T10229,Geometric Analysis and Curvature Flows,26,Mathematics,Physical Sciences
