Topic ID,Topic Name,af_oa,af_oa_diamond,pass_af_oa,pass_af_oa_diamond
T11467,Trauma and Emergency Care Studies,17926,2995,True,False
T12616,Religious Education and Schools,11371,2121,True,False
T11195,Simulation Techniques and Applications,14614,1190,True,False
T10921,Neutrino Physics Research,24571,3491,True,False
T11692,Noise Effects and Management,21769,4056,True,False
T11825,Catalysis and Oxidation Reactions,11797,1761,True,False
T10981,Cytomegalovirus and herpesvirus research,22007,2431,True,False
T11999,Empathy and Medical Education,17586,3381,True,False
T10063,Nanoparticle-Based Drug Delivery,22680,2739,True,False
T10700,Metal Forming Simulation Techniques,22769,5992,True,False
T10452,Iron Metabolism and Disorders,22964,4241,True,False
T10275,2D Materials and Applications,23163,1098,True,False
T10673,Gestational Diabetes Research and Management,23294,3742,True,False
T10822,Acoustic Wave Phenomena Research,20761,2103,True,False
T10420,Intracranial Aneurysms: Treatment and Complications,23615,3966,True,False
T10344,Management and Organizational Studies,14755,1665,True,False
T13772,Geomechanics and Mining Engineering,8164,1546,False,False
T14337,"Religious, Philosophical, and Educational Studies",7225,3460,False,False
T10588,Mathematical Dynamics and Fractals,33535,2557,True,False
T11047,Gender Diversity and Inequality,18504,3111,True,False
T12286,Erythrocyte Function and Pathophysiology,18623,1538,True,False
T10365,Gastrointestinal motility and disorders,20545,3244,True,False
T10904,Embedded Systems Design Techniques,12837,1103,True,False
T10178,Cancer survivorship and care,26961,3216,True,False
T11247,Plant nutrient uptake and metabolism,19896,1386,True,False
T11065,Insect Pest Control Strategies,24229,6696,True,False
T11855,Gastrointestinal disorders and treatments,19703,4649,True,False
T13135,"Communism, Protests, Social Movements",3791,617,False,False
T11660,Blood groups and transfusion,15353,3706,True,False
T14193,Literature and Cultural Memory,2405,524,False,False
T14018,Agriculture and Biological Studies,24584,12912,True,True
T11995,"FinTech, Crowdfunding, Digital Finance",26815,7779,True,False
T10641,Central Venous Catheters and Hemodialysis,19989,4493,True,False
T10335,Colorectal Cancer Surgical Treatments,21397,4037,True,False
T14462,Educational Methods and Impacts,25840,16763,True,True
T13134,Latin American Literature Studies,2470,780,False,False
T11673,Advanced Topics in Algebra,30977,3056,True,False
T11221,Bone health and treatments,16594,2766,True,False
T11209,Cardiovascular and exercise physiology,18116,2726,True,False
T11549,Synthetic Organic Chemistry Methods,10441,1429,True,False
T14061,Educational Practices and Policies,3988,943,False,False
T12852,Chemical Thermodynamics and Molecular Structure,10280,1632,True,False
T10799,Data Visualization and Analytics,16882,1519,True,False
T14378,Entomological Studies and Ecology,6611,807,False,False
T11090,Dark Matter and Cosmic Phenomena,30520,3861,True,False
T11135,Virology and Viral Diseases,19458,3004,True,False
T11459,Arctic and Antarctic ice dynamics,22086,1567,True,False
T10619,Esophageal Cancer Research and Treatment,23727,3421,True,False
T12132,Hymenoptera taxonomy and phylogeny,6059,728,False,False
T11112,Viral Infections and Immunology Research,21321,2615,True,False
T11658,Esophageal and GI Pathology,17800,4140,True,False
T10136,Statistical Methods and Inference,27776,1683,True,False
T11942,Transportation and Mobility Innovations,20324,3097,True,False
T12872,Philippine History and Culture,10859,2283,True,False
T13447,Educational and Psychological Assessments,12553,2401,True,False
T13113,Engineering Technology and Methodologies,24576,11368,True,True
T10919,Neurological disorders and treatments,20129,1911,True,False
T13745,Media and Digital Communication,2342,825,False,False
T13269,Orthoptera Research and Taxonomy,5901,626,False,False
T12206,Vibration and Dynamic Analysis,18821,4040,True,False
T10600,Reproductive Health and Contraception,17830,2748,True,False
T10375,Pharmacogenetics and Drug Metabolism,16910,1691,True,False
T10221,Composite Structure Analysis and Optimization,15538,2987,True,False
T12770,Amino Acid Enzymes and Metabolism,16618,1511,True,False
T11740,Geochemistry and Elemental Analysis,10088,1437,True,False
T11375,Geotechnical Engineering and Soil Stabilization,19890,6252,True,False
T10882,Cardiomyopathy and Myosin Studies,24642,2646,True,False
T11353,Venomous Animal Envenomation and Studies,13697,2671,True,False
T10176,Mesenchymal stem cell research,25446,2958,True,False
T13327,"Arts, Culture, and Music Studies",920,268,False,False
T10072,Science Education and Pedagogy,18133,4961,True,False
T13364,"Digitalization, Law, and Regulation",1726,232,False,False
T14257,Advanced Measurement and Detection Methods,10101,2618,True,False
T13334,South Asian Cinema and Culture,11720,3894,True,False
T10519,Advanced Proteomics Techniques and Applications,15667,828,True,False
T11028,Social Work Education and Practice,12331,2156,True,False
T13270,QR Code Applications and Technologies,2464,778,False,False
T10671,Gastroesophageal reflux and treatments,17665,3639,True,False
T10336,Cancer Cells and Metastasis,28309,2632,True,False
T10877,Allergic Rhinitis and Sensitization,18322,3199,True,False
T11379,Rheology and Fluid Dynamics Studies,15485,2437,True,False
T13245,Samuel Beckett and Modernism,12209,616,True,False
T10304,Geometric and Algebraic Topology,37724,1587,True,False
T10558,Advancements in Semiconductor Devices and Circuit Design,10955,1398,True,False
T10272,Mental Health Treatment and Access,22107,3810,True,False
T11295,Counseling Practices and Supervision,10169,1718,True,False
T10985,Sleep and Wakefulness Research,20239,1636,True,False
T10834,Welding Techniques and Residual Stresses,19755,4811,True,False
T10628,China's Socioeconomic Reforms and Governance,11640,1538,True,False
T10125,Advanced Wireless Communication Techniques,11370,1189,True,False
T13174,American and British Literature Analysis,8331,1338,False,False
T10447,Environmental Toxicology and Ecotoxicology,16197,2463,True,False
T10583,Cancer-related Molecular Pathways,24400,1644,True,False
T11460,Analytical Methods in Pharmaceuticals,18163,5739,True,False
T10052,Medical Image Segmentation Techniques,16111,1494,True,False
T12667,Economic and Technological Developments in Russia,30660,13356,True,True
T12652,International Maritime Law Issues,11516,1896,True,False
T10786,Maternal Mental Health During Pregnancy and Postpartum,21743,2958,True,False
T11223,Maritime Ports and Logistics,15687,3575,True,False
T10321,Quantum Dots Synthesis And Properties,16618,1827,True,False
T10045,Organic Electronics and Photovoltaics,16544,1173,True,False
T10949,Genetic Neurodegenerative Diseases,21422,1465,True,False
T10665,Cystic Fibrosis Research Advances,24729,1751,True,False
T10675,Mechanical Circulatory Support Devices,20470,3110,True,False
T10797,Accounting and Organizational Management,13000,2358,True,False
T12842,"Youth, Drugs, and Violence",2664,1002,False,False
T12480,Health and Wellbeing Research,21985,6510,True,False
T12147,Urban and Rural Development Challenges,21044,4815,True,False
T11510,Reproductive System and Pregnancy,19828,2478,True,False
T10475,Psychological Well-being and Life Satisfaction,22468,4531,True,False
T10889,Soil erosion and sediment transport,21304,3856,True,False
T11181,Advanced Data Storage Technologies,15171,1736,True,False
T10292,Acute Myocardial Infarction Research,21087,3973,True,False
T11712,Intergenerational Family Dynamics and Caregiving,18937,2914,True,False
T10668,Endometrial and Cervical Cancer Treatments,20979,3940,True,False
T13123,Advances in Oncology and Radiotherapy,15574,2107,True,False
T12171,Open Education and E-Learning,12170,2449,True,False
T10115,Corporate Social Responsibility Reporting,23290,4790,True,False
T12408,Educational Innovations and Challenges,37919,18844,True,True
T10114,"Balance, Gait, and Falls Prevention",25470,3411,True,False
T12728,Demographic Trends and Gender Preferences,11319,1990,True,False
T10863,Voice and Speech Disorders,16252,3597,True,False
T12043,Insect behavior and control techniques,15756,2264,True,False
T11541,Neuroendocrine regulation and behavior,19369,1388,True,False
T11075,Insect Resistance and Genetics,21232,3093,True,False
T11185,Integrated Energy Systems Optimization,18240,3019,True,False
T11129,Photochemistry and Electron Transfer Studies,9989,870,False,False
T11663,Viral Infectious Diseases and Gene Expression in Insects,16743,1563,True,False
T10999,Organ Transplantation Techniques and Outcomes,16400,2547,True,False
T11012,Gas Dynamics and Kinetic Theory,15821,1881,True,False
T13144,Theology and Philosophy of Evil,9237,1619,False,False
T10505,Pluripotent Stem Cells Research,23429,1415,True,False
T13712,Kantian Philosophy and Modern Interpretations,804,268,False,False
T12697,Water Quality Monitoring Technologies,20684,5950,True,False
T12437,"Balkans: History, Politics, Society",9902,3352,False,False
T11261,Quantum chaos and dynamical systems,22314,1575,True,False
T10381,Ophthalmology and Visual Impairment Studies,22592,3477,True,False
T10323,Analog and Mixed-Signal Circuit Design,10635,1679,True,False
T10896,Homotopy and Cohomology in Algebraic Topology,29685,1524,True,False
T11963,Impact of Light on Environment and Health,16490,3007,True,False
T10575,Wireless Communication Networks Research,8904,1066,False,False
T10935,Endometriosis Research and Treatment,21587,4473,True,False
T13169,Consumer Perception and Purchasing Behavior,15055,4346,True,False
T11635,Poisoning and overdose treatments,11826,2415,True,False
T10334,"Hearing, Cochlea, Tinnitus, Genetics",21493,2396,True,False
T11309,Music and Audio Processing,19940,1871,True,False
T11187,Nonlinear Dynamics and Pattern Formation,19489,1617,True,False
T10040,Adaptive Control of Nonlinear Systems,15361,2543,True,False
T12120,Air Quality Monitoring and Forecasting,21012,4157,True,False
T10042,Neural and Behavioral Psychology Studies,27606,786,True,False
T10446,"Income, Poverty, and Inequality",18277,2434,True,False
T10465,Neurobiology of Language and Bilingualism,21066,1968,True,False
T12571,Soybean genetics and cultivation,15377,3809,True,False
T10729,Electrospun Nanofibers in Biomedical Applications,21999,2730,True,False
T12190,Innovations in Concrete and Construction Materials,19872,5069,True,False
T11189,Transplantation: Methods and Outcomes,17964,2032,True,False
T10353,Zeolite Catalysis and Synthesis,12064,1531,True,False
T12041,Public Health Policies and Education,16309,1470,True,False
T10174,Animal Behavior and Reproduction,21301,583,True,False
T11190,3D Printing in Biomedical Research,24809,2634,True,False
T12019,Calibration and Measurement Techniques,9179,974,False,False
T10764,Privacy-Preserving Technologies in Data,28021,2704,True,False
T10672,Design Education and Practice,19784,3113,True,False
T13417,Biomedical Ethics and Regulation,14316,1694,True,False
T10350,Electronic Health Records Systems,19155,1824,True,False
T13887,Augustinian Studies and Theology,1985,385,False,False
T13035,Human Rights and Development,14261,2066,True,False
T10459,Sexual function and dysfunction studies,16835,3340,True,False
T10606,Kidney Stones and Urolithiasis Treatments,18777,5169,True,False
T11121,Public Relations and Crisis Communication,12722,2725,True,False
T11560,Animal Disease Management and Epidemiology,22145,3288,True,False
T10563,Corneal surgery and disorders,18410,3728,True,False
T10943,Escherichia coli research studies,19151,1966,True,False
T10574,Crime Patterns and Interventions,13969,1916,True,False
T10556,Global Cancer Incidence and Screening,24914,3730,True,False
T10862,AI in cancer detection,24333,4088,True,False
T11491,CAR-T cell therapy research,31832,1715,True,False
T10870,Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis,20483,3007,True,False
T10387,Fatty Acid Research and Health,20817,2688,True,False
T13200,Spacecraft and Cryogenic Technologies,14617,2253,True,False
T13882,Research studies in Vietnam,2000,649,False,False
T10538,Data Mining Algorithms and Applications,15325,2658,True,False
T13283,Mental Health Research Topics,23510,2097,True,False
T11326,Stock Market Forecasting Methods,22157,5463,True,False
T11088,Marine Bivalve and Aquaculture Studies,16102,1436,True,False
T10281,Advanced Battery Materials and Technologies,18589,1511,True,False
T10331,Video Surveillance and Tracking Methods,22079,3313,True,False
T11839,Hormonal Regulation and Hypertension,16784,1846,True,False
T10237,Cryptography and Data Security,19915,2042,True,False
T12060,Child Development and Digital Technology,17990,4290,True,False
T10617,Cellular transport and secretion,25248,522,True,False
T10213,Public Policy and Administration Research,11895,1606,True,False
T14178,Environmental Science and Water Management,6212,2223,False,False
T13558,"Philosophy, Science, and History",5238,1001,False,False
T10841,Economic and Environmental Valuation,24141,1875,True,False
T12511,Medieval and Classical Philosophy,5093,1041,False,False
T11606,Infrastructure Maintenance and Monitoring,18064,3542,True,False
T10356,Orthodontics and Dentofacial Orthopedics,21178,7304,True,False
T12180,Polar Research and Ecology,11476,1033,True,False
T10607,Magnetic and transport properties of perovskites and related materials,15108,1609,True,False
T13006,Spanish History and Politics,1174,318,False,False
T11291,Intraocular Surgery and Lenses,15909,4249,True,False
T11361,Digital Radiography and Breast Imaging,6712,741,False,False
T10776,Spinal Fractures and Fixation Techniques,17707,4565,True,False
T13559,Edcuational Technology Systems,15602,10150,True,True
T12496,Color perception and design,19248,4444,True,False
T11266,Neuroinflammation and Neurodegeneration Mechanisms,27171,1441,True,False
T10539,Sustainable Supply Chain Management,26003,5845,True,False
T11259,Agriculture Sustainability and Environmental Impact,20661,2535,True,False
T11399,Muscle metabolism and nutrition,17867,2400,True,False
T14272,Agricultural and Food Production Studies,2655,856,False,False
T11141,Childhood Cancer Survivors' Quality of Life,17866,2398,True,False
T12545,Global Education and Multiculturalism,15172,3867,True,False
T11762,"Law, Economics, and Judicial Systems",20756,1507,True,False
T10405,Advanced Polymer Synthesis and Characterization,12379,1468,True,False
T12899,Engineering and Technology Innovations,9340,4977,False,False
T11456,Neuroscience of respiration and sleep,14719,1157,True,False
T10373,Renal Transplantation Outcomes and Treatments,17773,2430,True,False
T10998,Heat Transfer and Optimization,18719,4446,True,False
T10750,Fermentation and Sensory Analysis,20419,4705,True,False
T11227,Diabetic Foot Ulcer Assessment and Management,19547,5154,True,False
T11029,Renal Diseases and Glomerulopathies,21026,3217,True,False
T13634,Middle East and Rwanda Conflicts,10883,2731,True,False
T10383,"Language, Discourse, Communication Strategies",17538,4289,True,False
T11809,Advanced NMR Techniques and Applications,13610,704,True,False
T12098,Rural development and sustainability,14289,2236,True,False
T11495,Animal Virus Infections Studies,21661,2381,True,False
T11232,Urinary Tract Infections Management,19494,4836,True,False
T14493,Criminal Law and Evidence,13647,1661,True,False
T12449,Spacecraft Design and Technology,13789,1270,True,False
T11301,Advanced Surface Polishing Techniques,19055,4471,True,False
T10838,Animal Behavior and Welfare Studies,20200,2035,True,False
T13136,Community-based Tourism Development and Sustainability,22627,14632,True,True
T11432,Gender Politics and Representation,12694,2157,True,False
T10014,Plant Stress Responses and Tolerance,24898,2297,True,False
T10716,Soil and Unsaturated Flow,17368,3092,True,False
T10366,Discourse Analysis in Language Studies,18759,6067,True,False
T11274,Botulinum Toxin and Related Neurological Disorders,14914,2566,True,False
T14028,Healthcare and Venom Research,11509,3324,True,False
T12379,Cancer Diagnosis and Treatment,12749,3384,True,False
T10288,Fractional Differential Equations Solutions,30153,6269,True,False
T11343,Power Transformer Diagnostics and Insulation,6980,1533,False,False
T11547,Sesquiterpenes and Asteraceae Studies,5153,762,False,False
T10374,Advanced Graph Theory Research,26303,3644,True,False
T10339,Advanced Numerical Methods in Computational Mathematics,20174,1256,True,False
T10326,Indoor and Outdoor Localization Technologies,19916,2400,True,False
T10319,"Conservation, Biodiversity, and Resource Management",22346,3342,True,False
T10481,Computer Graphics and Visualization Techniques,16533,1482,True,False
T10533,Teaching and Learning Programming,16812,3049,True,False
T10773,Extracellular vesicles in disease,29994,2251,True,False
T10525,Human-Automation Interaction and Safety,18520,2207,True,False
T11176,Radiation Therapy and Dosimetry,15064,1960,True,False
T10455,Foot and Ankle Surgery,19732,3961,True,False
T10424,Electric Power System Optimization,13566,1866,True,False
T12388,Identification and Quantification in Food,20068,4492,True,False
T11684,Vibrio bacteria research studies,19995,2578,True,False
T11097,Cerebral Palsy and Movement Disorders,18320,3635,True,False
T11792,Pharmaceutical Economics and Policy,16060,2635,True,False
T10846,Photonic Crystal and Fiber Optics,6835,545,False,False
T10984,Sinusitis and nasal conditions,17711,4437,True,False
T10648,Virtual Reality Applications and Impacts,20972,3537,True,False
T12501,Digital Economy and Work Transformation,14167,2535,True,False
T12073,Isotope Analysis in Ecology,17700,1354,True,False
T13106,"Neuroscience, Education and Cognitive Function",11564,2427,True,False
T10011,"Literature: history, themes, analysis",5464,709,False,False
T10412,Microfluidic and Capillary Electrophoresis Applications,14136,1583,True,False
T13051,Qualitative Comparative Analysis Research,4796,552,False,False
T14197,Historical Studies of Medieval Iberia,1449,381,False,False
T11446,Mobile Health and mHealth Applications,24497,2772,True,False
T11586,Congenital Diaphragmatic Hernia Studies,16128,3634,True,False
T10897,Antibiotic Use and Resistance,25937,5578,True,False
T12590,STEM Education,14012,8631,True,False
T10422,Angiogenesis and VEGF in Cancer,19752,1450,True,False
T13392,History of Education in Spain,1088,345,False,False
T13002,Southeast Asian Sociopolitical Studies,10388,1928,True,False
T12786,Innovation and Socioeconomic Development,19433,4129,True,False
T10131,Gold and Silver Nanoparticles Synthesis and Applications,17298,1481,True,False
T12257,Bioactive natural compounds,4527,946,False,False
T11734,Decision Support System Applications,9187,5375,False,False
T10013,Asymmetric Synthesis and Catalysis,7140,959,False,False
T10187,Radio Frequency Integrated Circuit Design,8175,989,False,False
T13256,Archaeology and Rock Art Studies,3580,399,False,False
T10746,Platelet Disorders and Treatments,19935,2385,True,False
T11083,Cardiac Health and Mental Health,19012,3543,True,False
T12572,"Intelligence, Security, War Strategy",9627,986,False,False
T10905,Solar Thermal and Photovoltaic Systems,15623,3977,True,False
T11838,"Crime, Illicit Activities, and Governance",12309,2155,True,False
T10053,International Relations and Foreign Policy,10769,2236,True,False
T11037,Fungal Infections and Studies,18481,2995,True,False
T11396,Artificial Intelligence in Healthcare,23823,8057,True,False
T10674,School Choice and Performance,14833,1611,True,False
T13614,Social and Economic Solidarity,1776,678,False,False
T14372,Environmental and Biological Research in Conflict Zones,8343,3325,False,False
T12803,Cinema History and Criticism,1149,363,False,False
T12834,Flowering Plant Growth and Cultivation,19694,4405,True,False
T11041,Ubiquitin and proteasome pathways,26508,1327,True,False
T13747,Sociopolitical Dynamics in Russia,28883,16841,True,True
T10467,Psychometric Methodologies and Testing,7807,957,False,False
T12003,Bioenergy crop production and management,11603,1687,True,False
T12956,Asian Geopolitics and Ethnography,11979,2566,True,False
T13844,Higher Education Learning Practices,17566,4470,True,False
T11385,Natural product bioactivities and synthesis,14296,2351,True,False
T11222,Magnetic Properties and Applications,12727,2502,True,False
T10802,Judicial and Constitutional Studies,16808,1943,True,False
T10297,Philosophical Ethics and Theory,8128,1227,False,False
T12005,Spaceflight effects on biology,13015,1770,True,False
T10046,Stability and Control of Uncertain Systems,12204,1647,True,False
T11369,Genetic factors in colorectal cancer,20841,2354,True,False
T14357,"Architecture, Design, and Social History",8824,1190,False,False
T14052,Galician and Iberian cultural studies,590,176,False,False
T11163,Organ Donation and Transplantation,14208,2659,True,False
T10623,Thin-Film Transistor Technologies,10631,898,True,False
T11334,Psychosomatic Disorders and Their Treatments,14360,2412,True,False
T10824,Image Retrieval and Classification Techniques,15038,2226,True,False
T11226,Milk Quality and Mastitis in Dairy Cows,18170,3025,True,False
T10708,Mindfulness and Compassion Interventions,19648,3841,True,False
T13564,Education and Public Policy,1692,741,False,False
T13374,Hematological disorders and diagnostics,10453,2195,True,False
T12847,Healthcare Systems and Challenges,9618,656,False,False
T10345,Hematopoietic Stem Cell Transplantation,21330,1707,True,False
T13946,Musculoskeletal Disorders and Rehabilitation,8435,1367,False,False
T11381,Infectious Diseases and Tuberculosis,18107,4702,True,False
T11764,Evolution and Genetic Dynamics,21413,636,True,False
T10779,Coastal wetland ecosystem dynamics,18224,2271,True,False
T11356,Pleural and Pulmonary Diseases,15822,3856,True,False
T13120,Nuclear Issues and Defense,8880,1903,False,False
T12993,Psychology of Development and Education,24175,12585,True,True
T14169,Public Health and Environmental Issues,1710,542,False,False
T12585,North African History and Literature,1508,244,False,False
T10975,Bone Tumor Diagnosis and Treatments,17798,4790,True,False
T11854,Laser-induced spectroscopy and plasma,13185,1632,True,False
T10513,Natural Fiber Reinforced Composites,23129,6105,True,False
T10348,"Indigenous Health, Education, and Rights",13247,2243,True,False
T10528,"Adipokines, Inflammation, and Metabolic Diseases",21760,3007,True,False
T11512,Anomaly Detection Techniques and Applications,25003,3567,True,False
T14437,Ethics and Legal Issues in Pediatric Healthcare,11841,1611,True,False
T11727,Advanced Algebra and Logic,18827,2282,True,False
T12124,Engineering Education and Curriculum Development,19964,3872,True,False
T12701,Biological Control of Invasive Species,8267,1511,False,False
T10620,Protease and Inhibitor Mechanisms,17820,1349,True,False
T10367,Agricultural Innovations and Practices,25228,4411,True,False
T11324,Spectroscopy Techniques in Biomedical and Chemical Research,17090,1768,True,False
T12817,Pharmacological Effects of Natural Compounds,15855,3688,True,False
T11174,Pediatric Urology and Nephrology Studies,12485,3232,True,False
T14444,Power Systems and Renewable Energy,10566,2994,True,False
T10313,Surface Modification and Superhydrophobicity,16831,2148,True,False
T11783,Turkey's Politics and Society,10259,2204,True,False
T11281,Asymmetric Hydrogenation and Catalysis,10935,937,True,False
T10361,Silicon Carbide Semiconductor Technologies,15622,1290,True,False
T12843,Human Resource and Talent Management,12632,3457,True,False
T14334,HIV/AIDS Impact and Responses,13765,2053,True,False
T11420,Geographies of human-animal interactions,13545,2755,True,False
T11288,Clostridium difficile and Clostridium perfringens research,18471,1974,True,False
T10138,Network Traffic and Congestion Control,9770,787,False,False
T11026,Occupational and environmental lung diseases,16732,2597,True,False
T11587,Second Language Acquisition and Learning,17933,5694,True,False
T10888,Augmented Reality Applications,17487,4357,True,False
T13388,Rangeland and Wildlife Management,16418,940,True,False
T12445,Twentieth Century Scientific Developments,4543,360,False,False
T11540,"Gender, Feminism, and Media",13410,2431,True,False
T10057,Face and Expression Recognition,15917,2777,True,False
T10389,Polymer crystallization and properties,9872,1315,False,False
T13595,Archaeology and Cultural Heritage,1103,353,False,False
T10730,Language Development and Disorders,13109,1586,True,False
T13421,"Contemporary art, education, critique",319,81,False,False
T11010,"Logic, Reasoning, and Knowledge",17600,2257,True,False
T12897,Structural Analysis of Composite Materials,9556,1620,False,False
T10246,Mobile Ad Hoc Networks,13861,2580,True,False
T10469,Psoriasis: Treatment and Pathogenesis,19340,3584,True,False
T10161,Rock Mechanics and Modeling,22106,3986,True,False
T10928,Probabilistic and Robust Engineering Design,18218,1869,True,False
T11370,Mobile Learning in Education,14860,5146,True,False
T10489,Regulation of Appetite and Obesity,19561,1710,True,False
T11043,Merger and Competition Analysis,16228,818,True,False
T11415,Noncommutative and Quantum Gravity Theories,23838,2024,True,False
T10448,Memory and Neural Mechanisms,20818,1496,True,False
T13491,Social and Political Issues,982,415,False,False
T11333,Climate change and permafrost,19318,2346,True,False
T10532,Molecular Sensors and Ion Detection,11424,1184,True,False
T11903,Private Equity and Venture Capital,16002,1761,True,False
T13519,Historical Architecture and Urbanism,2106,118,False,False
T11344,Traffic Prediction and Management Techniques,18790,3883,True,False
T12013,Sustainable Development and Environmental Policy,14763,2689,True,False
T12617,"Energy, Environment, and Transportation Policies",16566,2552,True,False
T12156,World Trade Organization Law,10549,887,True,False
T12427,Metal Alloys Wear and Properties,14949,4131,True,False
T10692,Urban Green Space and Health,22970,3925,True,False
T12657,Phytochemistry Medicinal Plant Applications,3540,1137,False,False
T10435,Environmental Impact and Sustainability,21383,3361,True,False
T10738,Posthumanist Ethics and Activism,8802,1875,False,False
T10997,Ocular Surface and Contact Lens,18053,3108,True,False
T11374,Cleft Lip and Palate Research,14621,3591,True,False
T13435,Animal and Plant Science Education,12570,1923,True,False
T12166,Ion-surface interactions and analysis,10709,1543,True,False
T12202,nanoparticles nucleation surface interactions,13868,1723,True,False
T10697,Vasculitis and related conditions,18973,4096,True,False
T10501,Polymer Nanocomposites and Properties,13017,2466,True,False
T14401,"Technology, Environment, Urban Planning",764,277,False,False
T11184,Neonatal and fetal brain pathology,15541,2203,True,False
T10354,Catalytic C–H Functionalization Methods,11287,1162,True,False
T10843,Diversity and Career in Medicine,17412,2329,True,False
T14020,Medical research and treatments,1476,343,False,False
T10722,Work-Family Balance Challenges,15813,2973,True,False
T10445,Antioxidant Activity and Oxidative Stress,16186,2038,True,False
T11279,Lanthanide and Transition Metal Complexes,10891,974,True,False
T13652,Education and Social Development in Ukraine,9865,6163,False,False
T11035,Salivary Gland Tumors Diagnosis and Treatment,17774,4860,True,False
T11160,Acoustic Wave Resonator Technologies,10971,1281,True,False
T10705,Additive Manufacturing Materials and Processes,27041,4134,True,False
T11401,Minerals Flotation and Separation Techniques,13658,2766,True,False
T13516,Publishing and Scholarly Communication,6629,1008,False,False
T11060,Infant Development and Preterm Care,15339,2526,True,False
T11975,Evolutionary Algorithms and Applications,10862,1050,True,False
T13118,Psychological Treatments and Disorders,868,312,False,False
T11235,Statistical Methods in Clinical Trials,14452,1194,True,False
T11108,Municipal Solid Waste Management,17453,4799,True,False
T11213,Genomic variations and chromosomal abnormalities,12255,1067,True,False
T14176,Interdisciplinary Cultural and Social Studies,4892,669,False,False
T11888,Gender Roles and Identity Studies,10781,1621,True,False
T10203,Recommender Systems and Techniques,19125,2705,True,False
T14157,Environmental and Agricultural Sciences,4220,821,False,False
T13691,"Energy, Environment, Agriculture Analysis",6350,2060,False,False
T12492,Zoonotic diseases and public health,14998,2638,True,False
T10204,Microstructure and mechanical properties,16641,2257,True,False
T11700,Hemodynamic Monitoring and Therapy,14353,2075,True,False
T10379,Cellular Mechanics and Interactions,27396,1348,True,False
T12358,Thermal and Kinetic Analysis,9327,1887,False,False
T10468,Photovoltaic System Optimization Techniques,19094,5498,True,False
T12500,Reflective Practices in Education,16670,4094,True,False
T11311,Soil and Water Nutrient Dynamics,15632,1002,True,False
T12465,"Cancer, Lipids, and Metabolism",19639,2143,True,False
T12179,Art Education and Development,10599,2042,True,False
T12241,Children's Physical and Motor Development,14684,3188,True,False
T13913,Blockchain Technology in Education and Learning,15137,9596,True,False
T12381,Electron Spin Resonance Studies,7814,617,False,False
T12640,Environmental DNA in Biodiversity Studies,11979,1040,True,False
T14208,"Death, Funerary Practices, and Mourning",378,96,False,False
T12236,Photoreceptor and optogenetics research,20058,1792,True,False
T12169,Non-Destructive Testing Techniques,13816,3053,True,False
T10618,Aortic Disease and Treatment Approaches,20849,3404,True,False
T10680,Wind Energy Research and Development,18518,5002,True,False
T11371,Wind and Air Flow Studies,17789,3326,True,False
T12361,Study of Mite Species,8256,1574,False,False
T10160,Seismic Performance and Analysis,18451,3393,True,False
T11445,Origins and Evolution of Life,11068,770,True,False
T11601,Neuroscience and Neural Engineering,19191,1175,True,False
T13233,Occupational Health and Safety Management,12479,8053,True,False
T11875,Statistics Education and Methodologies,10381,2405,True,False
T14182,Technology-Enhanced Education Studies,33887,18418,True,True
T10388,Advanced Steganography and Watermarking Techniques,15067,3576,True,False
T10655,GNSS positioning and interference,13598,1852,True,False
T11241,Advanced Malware Detection Techniques,19616,3562,True,False
T11709,Traditional Chinese Medicine Analysis,7369,1076,False,False
T10961,Hernia repair and management,19218,5603,True,False
T11269,Algorithms and Data Compression,16614,1313,True,False
T11979,Garlic and Onion Studies,14081,4367,True,False
T10732,Laser Material Processing Techniques,14092,2565,True,False
T12931,Educational Methods and Outcomes,13800,8712,True,False
T11718,Physical Education and Pedagogy,9974,1965,False,False
T13539,thermodynamics and calorimetric analyses,7202,1050,False,False
T10100,Metaheuristic Optimization Algorithms Research,16476,2805,True,False
T10721,Surfactants and Colloidal Systems,9833,1448,False,False
T10898,Environmental Education and Sustainability,22135,4777,True,False
T14446,Civil and Geotechnical Engineering Research,5640,1310,False,False
T11074,Helminth infection and control,13976,2452,True,False
T11759,Occupational Therapy Practice and Research,8794,1314,False,False
T14295,Families in Therapy and Culture,6623,2420,False,False
T10601,Handwritten Text Recognition Techniques,13450,2550,True,False
T10526,HIV/AIDS drug development and treatment,18188,1298,True,False
T12499,"Diphtheria, Corynebacterium, and Tetanus",9484,1315,False,False
T11853,Semiconductor materials and interfaces,9553,1392,False,False
T11058,Ethics in Business and Education,13225,2691,True,False
T11465,Drug-Induced Hepatotoxicity and Protection,18163,5169,True,False
T12868,Photography and Visual Culture,7111,1241,False,False
T10861,Ear Surgery and Otitis Media,15749,4056,True,False
T10829,Interconnection Networks and Systems,10497,1201,True,False
T11787,Oral and Maxillofacial Pathology,16146,5088,True,False
T11183,Advanced X-ray Imaging Techniques,14684,1223,True,False
T14487,Science and Science Education,2353,541,False,False
T12399,Wine Industry and Tourism,10783,2338,True,False
T11013,Skin Protection and Aging,14038,2095,True,False
T13546,Census and Population Estimation,4224,406,False,False
T13488,Sports and Physical Education Studies,1204,354,False,False
